11.840.157-1;Ignacio Felipe Marín González;MASCULINO;1980/5/23;45;A;5005275;7.26
21.843.073-5;Ramón Bernardo Saavedra Marín;MASCULINO;1986/12/25;39;A;6558418;8.74
20.166.221-2;Andrea Paula Ruiz Muñoz;FEMENINO;1981/11/30;44;D;7575176;1.35
16.361.842-4;María Isabel Saavedra López;FEMENINO;1973/12/24;52;D;3422066;2.5
7.050.468-8;Constanza Isidora Campos Díaz;FEMENINO;1993/8/3;32;D;6366428;5.87
11.848.718-1;Bernardo Juan Muñoz Rodríguez;MASCULINO;1961/5/11;64;C;1463353;9.72
14.170.733-7;Andrea Pamela Saavedra Ruiz;FEMENINO;1993/4/18;32;E;6912091;2.27
19.660.555-3;Andrés Pedro Marín Marín;MASCULINO;1978/6/6;47;D;2956089;8.48
10.573.859-0;Felipe Juan Rodríguez López;MASCULINO;1987/9/7;38;D;9260500;8.02
5.676.373-5;Vicente Javier Campos Castro;MASCULINO;1989/4/16;36;E;5641208;3.04
7.473.289-0;Pedro Ramón Muñoz Muñoz;MASCULINO;1969/3/26;56;A;9929042;4.27
5.363.055-8;Pedro Ramón Vergara Quiroga;MASCULINO;1994/3/2;31;C;7647211;2.82
15.788.861-0;Rodrigo Ramón Robles Rodríguez;MASCULINO;1962/3/1;63;D;7863625;5.35
18.437.906-1;Andrea Isabel Díaz Vergara;FEMENINO;1977/12/10;48;D;5491056;2.46
21.189.149-7;Blanca Victoria Saavedra Valenzuela;FEMENINO;1975/3/30;50;C;5797144;9.81
6.233.436-3;Alejandro Felipe Valenzuela Saavedra;MASCULINO;1978/11/11;47;B;6441800;3.26
6.975.488-6;Pamela Daniela Ruiz Rodríguez;FEMENINO;1972/5/19;53;A;3818095;6.73
15.518.642-2;Pablo Felipe Vergara Rodríguez;MASCULINO;1973/9/29;52;B;795165;0.92
18.461.908-2;Cecilia Victoria Vergara Rojas;FEMENINO;1964/9/9;61;B;741578;3.13
9.900.500-8;Cecilia Cecilia González Campos;FEMENINO;1976/5/0;49;B;6520195;8.08
16.709.121-1;;FEMENINO;1999/6/2;26;C;8409836;7.5
19.641.497-1;Andrés Bernardo González Díaz;MASCULINO;1987/11/1;38;E;1031771;0.79
7.965.608-7;Cecilia Blanca Rodríguez Saavedra;FEMENINO;1988/6/12;37;E;4143387;7.48
17.684.794-4;Andrés Felipe Ruiz González;MASCULINO;1998/1/16;27;E;3606821;4.95
19.579.993-4;Ignacio Bernardo Marín López;MASCULINO;1986/8/18;39;B;2462355;6.0
11.805.615-4;Constanza Daniela Valenzuela Saavedra;FEMENINO;1980/7/12;45;C;9491614;0.62
4.080.920-5;Victoria Victoria Rodríguez Quiroga;FEMENINO;1992/4/26;33;C;9782774;8.94
4.244.690-2;Bernardo Vicente Díaz Robles;MASCULINO;1963/5/3;62;B;9830819;8.92
20.322.426-5;Ignacia Cecilia Muñoz Marín;FEMENINO;1967/7/6;58;E;7619148;4.63
14.410.887-1;Alejandro Vicente Rodríguez Rodríguez;MASCULINO;1978/1/29;47;E;3508994;7.16
14.604.638-0;Javier Francisco Saavedra Rojas;MASCULINO;1965/1/19;60;A;5726764;8.63
18.536.851-8;Ignacia Isidora Valenzuela Valenzuela;FEMENINO;1988/12/8;37;D;3802375;0.34
8.351.363-2;Ramón Bernardo Castro López;MASCULINO;1981/7/4;44;B;1899631;5.14
11.712.784-1;Gabriel Ramón Ruiz Ruiz;MASCULINO;1968/12/28;57;B;8727100;5.25
19.573.509-0;Alejandro Bernardo Díaz Marín;MASCULINO;1982/4/25;43;C;5438070;5.84
18.380.504-9;Blanca Ignacia Saavedra Valenzuela;FEMENINO;1992/3/21;33;C;7740693;9.88
15.906.944-4;;FEMENINO;1967/12/28;58;A;5616070;6.31
14.291.619-8;Alejandro Juan Campos Valenzuela;MASCULINO;2000/7/8;25;C;5353889;1.1
19.354.166-8;Pamela Isidora Valenzuela Ruiz;FEMENINO;1983/8/22;42;B;304135;1.86
19.437.083-1;Juan Ramón Rojas Campos;MASCULINO;1990/8/9;35;D;539518;3.28
17.040.334-9;Francisco Felipe Saavedra Vergara;MASCULINO;1988/4/7;37;B;799712;0.18
19.555.488-5;Victoria Javiera Díaz Marín;FEMENINO;1964/1/20;61;C;7750604;5.84
15.166.702-1;Blanca Valeria Campos Saavedra;FEMENINO;1969/8/27;56;A;8549861;1.49
14.03.650-6;Gabriel Bernardo Díaz Díaz;MASCULINO;1964/8/1;61;A;2985326;1.54
8.521.684-9;Pablo Pedro González Castro;MASCULINO;1994/8/25;31;D;9216993;2.38
19.964.142-7;Andrea Victoria López Saavedra;FEMENINO;1969/9/19;56;B;2738403;9.05
8.03.676-7;Blanca Victoria Valenzuela Vergara;FEMENINO;1983/12/26;42;C;8916285;0.55
17.507.952-1;Javiera Paula Marín Quiroga;FEMENINO;1967/4/20;58;B;5967743;4.77
6.434.971-7;Felipe Rodrigo Muñoz Marín;MASCULINO;1997/8/8;28;A;9021801;4.82
19.560.846-0;Isidora Isabel Valenzuela Quiroga;FEMENINO;1974/3/26;51;E;2031115;7.24
16.881.939-6;Isabel Blanca Castro Díaz;FEMENINO;1985/7/8;40;A;8082988;4.31
16.733.941-6;;MASCULINO;1960/5/17;65;C;6194494;2.26
10.374.947-0;Gabriel Ignacio Campos Muñoz;MASCULINO;1963/1/13;62;E;2977133;0.55
10.933.973-0;Andrea Blanca Campos Muñoz;FEMENINO;1976/1/8;49;D;1748607;0.28
17.825.294-6;Cecilia Isidora Rodríguez Ruiz;FEMENINO;1967/12/9;58;A;2367523;9.01
15.099.373-5;Pamela María Quiroga Castro;FEMENINO;1984/11/11;41;A;2043655;7.62
20.982.911-0;Alejandro Felipe Marín Ruiz;MASCULINO;1974/7/27;51;D;4979191;9.74
13.467.797-1;Javier Bernardo Saavedra Campos;MASCULINO;1961/11/10;64;D;4157410;8.54
15.755.031-4;Ramón Gabriel Castro Díaz;MASCULINO;1960/9/26;65;D;1046175;6.5
8.331.500-6;Ramón Rodrigo Saavedra Vergara;MASCULINO;1989/9/27;36;B;2900272;4.25
14.288.281-1;Victoria Constanza Campos Campos;FEMENINO;1964/1/26;61;B;4605383;3.65
19.018.859-8;Pamela Andrea Campos Rojas;FEMENINO;1971/1/3;54;A;1648375;3.86
18.928.233-8;Andrés Gabriel Rodríguez Ruiz;MASCULINO;1999/7/15;26;A;8624080;9.95
5.899.173-4;Vicente Pedro Díaz Castro;MASCULINO;1971/6/18;54;E;5193762;9.33
17.551.175-0;Bernardo Ignacio Saavedra Valenzuela;MASCULINO;1977/8/16;48;C;9017196;7.7
8.697.914-8;Javier Ignacio Quiroga Muñoz;MASCULINO;1999/3/27;26;E;5250882;1.91
21.940.936-8;Constanza Victoria Marín Valenzuela;FEMENINO;1988/10/15;37;D;5264382;1.39
8.875.055-3;Andrés Felipe López Saavedra;MASCULINO;1999/10/17;26;A;1722960;7.93
20.989.276-3;Gabriel Gabriel Valenzuela Rojas;MASCULINO;1972/5/1;53;C;1431961;4.85
21.441.948-8;Javiera Blanca Valenzuela Marín;FEMENINO;1996/12/1;29;B;4322436;9.0
11.996.688-0;Isidora Javiera Díaz Campos;FEMENINO;1974/11/9;51;C;3356492;0.04
19.584.097-1;Felipe Bernardo Quiroga Saavedra;MASCULINO;1978/3/12;47;A;3602709;9.41
20.897.246-9;María Ignacia Robles Saavedra;FEMENINO;1972/2/28;53;B;7522675;0.86
15.327.943-5;;FEMENINO;1970/4/22;55;D;5322740;6.13
16.820.488-6;Victoria Valeria Quiroga Rojas;FEMENINO;1987/2/28;38;A;1206590;2.24
12.033.719-4;Javiera Isabel González Vergara;FEMENINO;1968/5/22;57;B;6044501;9.79
11.010.643-2;Bernardo Javier Muñoz Marín;MASCULINO;1972/5/19;53;D;4725117;6.92
7.495.726-6;Pablo Ramón Saavedra Quiroga;MASCULINO;1988/10/5;37;C;1818557;0.56
21.402.219-9;Gabriel Bernardo Marín Vergara;MASCULINO;1970/8/17;55;D;4937906;9.3
8.213.749-5;Felipe Pablo Quiroga Díaz;MASCULINO;1972/10/4;53;C;7593247;1.62
4.101.147-2;Paula Isabel Campos Castro;FEMENINO;1981/9/10;44;D;9813851;1.25
21.587.359-7;María Isidora Castro Quiroga;FEMENINO;1987/5/11;38;C;1238290;7.07
12.400.447-1;Andrés Javier Ruiz Campos;MASCULINO;1978/3/23;47;D;6119106;5.62
9.098.191-7;Ignacio Javier Quiroga Rodríguez;MASCULINO;1976/6/10;49;C;5437297;0.04
12.753.759-3;Ignacia Isabel Quiroga Díaz;FEMENINO;1998/10/25;27;E;8744856;4.77
14.096.230-4;Bernardo Pedro Rodríguez Saavedra;MASCULINO;1970/5/13;55;A;4201495;3.98
14.056.279-4;;FEMENINO;1983/3/9;42;C;9809075;4.16
17.095.123-9;Francisco Juan Díaz Castro;MASCULINO;1987/11/10;38;D;6396945;3.79
6.03.336-0;Pablo Ramón Saavedra Quiroga;MASCULINO;1986/11/12;39;C;4428542;3.06
14.959.095-0;Andrés Pedro Valenzuela Marín;MASCULINO;1988/7/19;37;D;6517257;5.75
15.083.770-9;Javiera Victoria Saavedra López;FEMENINO;1978/9/0;47;B;7156779;1.34
13.999.357-1;Andrea María Muñoz Valenzuela;FEMENINO;1972/4/30;53;A;980663;8.4
10.839.884-0;Victoria Cecilia Saavedra Marín;FEMENINO;1991/8/19;34;A;5566410;4.03
16.733.230-5;Blanca Daniela Marín Campos;FEMENINO;1983/10/1;42;E;2577901;4.59
9.367.620-1;Javiera Cecilia López Muñoz;FEMENINO;1985/5/3;40;E;8599682;2.79
17.592.723-5;Vicente Javier Marín Rojas;MASCULINO;1979/12/1;46;C;9087969;6.05
4.902.135-2;Ignacia Cecilia Vergara Vergara;FEMENINO;1982/8/23;43;E;2505735;1.25
14.257.324-0;Juan Gabriel Quiroga Quiroga;MASCULINO;1988/4/28;37;D;2611381;6.21
8.278.235-0;Juan Francisco Muñoz Marín;MASCULINO;1968/5/25;57;A;2717098;5.34
16.991.358-2;María Isabel Marín Valenzuela;FEMENINO;1973/7/0;52;B;4481964;5.78
16.305.861-8;Javier Alejandro Rojas Muñoz;MASCULINO;1961/6/26;64;B;4355530;1.64
15.052.686-0;Francisco Alejandro Robles Saavedra;MASCULINO;1960/7/0;65;A;5508709;4.74
19.192.860-3;Isabel Andrea Rodríguez Ruiz;FEMENINO;1993/1/12;32;A;582299;3.75
19.893.035-2;Francisco Javier Saavedra Quiroga;MASCULINO;1990/7/2;35;C;9731780;4.44
11.904.261-9;Isidora Ignacia Rojas Díaz;FEMENINO;1993/1/18;32;B;5122424;1.05
14.352.649-7;Paula Isabel Quiroga Castro;FEMENINO;1978/7/23;47;B;5602168;8.93
4.094.818-6;Alejandro Bernardo López López;MASCULINO;1995/11/27;30;D;1020982;7.05
19.154.192-7;Felipe Gabriel López Campos;MASCULINO;1971/1/25;54;C;8269903;7.28
4.010.746-0;Francisco Ignacio Rodríguez López;MASCULINO;1975/5/5;50;E;2250345;3.42
4.861.841-5;Cecilia Victoria Rodríguez Muñoz;FEMENINO;1988/2/7;37;D;2988398;5.05
5.507.960-3;Francisco Bernardo López Díaz;MASCULINO;1988/12/5;37;B;4715994;1.31
17.758.617-9;Gabriel Javier Rodríguez Valenzuela;MASCULINO;1972/4/10;53;B;432509;5.1
16.720.463-3;Paula Paula Robles Marín;FEMENINO;1992/8/0;33;E;7830645;7.05
12.202.973-4;Felipe Gabriel Vergara Castro;MASCULINO;1988/4/18;37;C;5178535;7.03
18.582.360-3;Valeria Valeria Castro Muñoz;FEMENINO;1978/12/20;47;A;5610408;1.39
12.655.872-1;Felipe Francisco Campos Castro;MASCULINO;1960/5/14;65;C;7290852;3.32
12.328.488-3;Constanza María López Rodríguez;FEMENINO;1979/10/30;46;A;6502278;3.67
16.146.656-8;María Javiera Rodríguez Rodríguez;FEMENINO;1986/2/5;39;B;7439624;3.32
21.802.780-6;Ignacio Juan Robles Valenzuela;MASCULINO;1991/2/27;34;C;6570106;3.08
11.963.917-4;Alejandro Juan Rodríguez González;MASCULINO;1999/5/23;26;E;5371690;4.7
14.784.545-2;Cecilia Cecilia Campos Vergara;FEMENINO;1974/3/7;51;E;7010303;1.68
13.114.608-1;Ignacia Javiera Rodríguez Rodríguez;FEMENINO;1978/12/8;47;D;5481276;7.7
7.475.096-1;;FEMENINO;1980/7/14;45;C;3986183;4.78
19.689.089-8;Vicente Bernardo Quiroga Rodríguez;MASCULINO;1970/6/8;55;D;3790501;2.29
6.035.898-3;Victoria Daniela Vergara Marín;FEMENINO;1971/4/9;54;B;8312370;5.61
20.622.611-0;;FEMENINO;2000/4/2;25;C;4293059;5.45
4.163.851-6;Cecilia Cecilia Vergara Ruiz;FEMENINO;1972/8/30;53;C;8566260;9.84
6.998.893-0;;FEMENINO;1972/12/20;53;D;5033812;3.38
15.04.514-2;Isidora Valeria Marín Rodríguez;FEMENINO;1982/1/22;43;E;6671239;3.34
7.302.470-9;Isabel Paula Rodríguez Rodríguez;FEMENINO;1974/2/21;51;E;8715697;2.99
12.138.379-4;Pamela Andrea González Valenzuela;FEMENINO;1974/8/8;51;D;2337736;0.97
16.425.726-7;Andrés Francisco Campos Quiroga;MASCULINO;1986/10/28;39;C;7141864;9.99
14.189.855-6;Felipe Francisco Quiroga Ruiz;MASCULINO;1973/8/2;52;B;612069;9.87
7.831.507-0;Isidora Isidora Castro Quiroga;FEMENINO;2000/11/12;25;D;6331739;7.66
16.454.804-8;Pablo Pedro Vergara Ruiz;MASCULINO;1967/8/24;58;B;5458799;6.38
7.927.429-0;Andrés Ignacio Ruiz Marín;MASCULINO;1967/11/24;58;B;8800562;4.64
11.958.741-2;Pedro Ramón López González;MASCULINO;2000/9/5;25;A;1439308;0.05
18.774.032-6;Javier Francisco López Marín;MASCULINO;1992/6/7;33;C;1604127;5.66
16.290.916-5;Blanca Andrea Saavedra Rodríguez;FEMENINO;1972/4/12;53;A;6181901;2.88
21.105.370-1;Isabel Javiera Robles Ruiz;FEMENINO;1990/1/25;35;C;1847131;6.78
19.513.665-5;Vicente Javier Ruiz Rojas;MASCULINO;1975/3/7;50;C;9460559;2.77
12.633.196-6;Andrea Isabel Marín Marín;FEMENINO;1964/7/5;61;C;2061956;6.53
8.940.587-7;Constanza Ignacia Campos Rodríguez;FEMENINO;1960/2/15;65;B;4629882;8.36
5.664.728-1;Bernardo Bernardo Robles Rodríguez;MASCULINO;1976/8/23;49;E;6946162;1.6
11.710.185-7;Rodrigo Ignacio Marín Rojas;MASCULINO;1988/6/24;37;A;2669318;8.99
16.543.317-6;Andrea Ignacia Muñoz Rojas;FEMENINO;1984/5/17;41;A;9757643;5.04
5.366.240-3;Pablo Andrés Castro Marín;MASCULINO;1976/4/3;49;A;7839233;0.51
21.582.441-6;Rodrigo Ramón Quiroga Valenzuela;MASCULINO;1966/2/1;59;A;2533077;3.2
12.678.858-4;Ramón Juan Quiroga Castro;MASCULINO;1961/7/3;64;A;3119719;3.37
7.080.605-0;;FEMENINO;1977/3/30;48;D;1447591;0.25
9.461.069-6;Andrea Andrea Vergara Saavedra;FEMENINO;1986/7/15;39;A;7299527;3.38
9.250.251-6;Paula Andrea Ruiz Rodríguez;FEMENINO;1968/12/4;57;A;8955536;1.77
17.830.841-9;Andrea Andrea Rodríguez Castro;FEMENINO;1985/8/30;40;C;8885540;2.83
20.452.287-8;Pedro Ignacio Muñoz Vergara;MASCULINO;1965/8/30;60;E;9069087;6.61
12.868.496-2;Daniela Valeria Vergara Rojas;FEMENINO;1961/2/6;64;E;1619255;4.51
21.141.200-5;Blanca Victoria López López;FEMENINO;1991/3/6;34;A;6900087;4.89
6.342.093-7;Pedro Alejandro Rodríguez Rodríguez;MASCULINO;1961/9/12;64;D;2574847;4.68
21.702.134-1;Andrés Javier Robles González;MASCULINO;1981/10/10;44;C;4337066;2.93
14.908.846-0;Isabel Constanza Díaz Vergara;FEMENINO;1971/10/26;54;C;6841500;4.14
6.973.044-3;Javier Vicente Marín Rodríguez;MASCULINO;1970/6/1;55;A;1931789;7.77
13.885.147-7;Javiera Ignacia Muñoz Muñoz;FEMENINO;1993/10/8;32;B;6038372;7.6
12.429.961-5;Paula Cecilia González Saavedra;FEMENINO;1988/10/16;37;A;1558103;0.85
4.09.895-5;Ramón Francisco López Robles;MASCULINO;1967/8/28;58;A;892856;6.18
5.180.723-1;Ignacia María Robles Campos;FEMENINO;1994/4/12;31;C;8883709;5.24
4.292.238-2;Francisco Felipe Saavedra Saavedra;MASCULINO;1969/6/20;56;C;1548909;4.42
19.877.226-0;Francisco Pablo Saavedra Robles;MASCULINO;1975/12/24;50;B;6197308;9.34
18.050.646-0;Ignacio Alejandro Rojas Valenzuela;MASCULINO;1976/5/19;49;D;2211217;4.94
10.800.249-6;Daniela Paula Díaz Quiroga;FEMENINO;1971/7/9;54;E;4934254;4.1
16.088.508-9;Alejandro Javier Castro Vergara;MASCULINO;1989/2/28;36;C;4069480;4.74
5.541.362-1;María Paula Quiroga González;FEMENINO;1994/1/30;31;A;924602;5.79
18.213.473-2;Isidora Paula Rodríguez Campos;FEMENINO;1966/11/13;59;A;8542164;2.59
17.691.063-6;;FEMENINO;1971/12/12;54;C;2208778;2.05
20.381.030-4;Daniela Paula Muñoz Rojas;FEMENINO;1987/6/0;38;C;6649061;2.89
7.947.041-8;Ramón Ramón Díaz Valenzuela;MASCULINO;1995/5/3;30;A;4730271;7.52
9.966.217-0;;FEMENINO;1972/4/6;53;E;509347;6.22
15.763.610-0;Constanza Blanca Ruiz González;FEMENINO;1961/2/19;64;E;525137;5.13
19.464.993-3;Javier Vicente Rodríguez Marín;MASCULINO;1981/12/25;44;C;3088321;9.91
18.328.569-2;Isabel Javiera Vergara Robles;FEMENINO;1996/6/15;29;C;9141631;0.44
17.761.04-3;Felipe Juan Ruiz Rojas;MASCULINO;1990/6/29;35;A;5696649;9.33
17.833.751-9;Javiera María González Ruiz;FEMENINO;1969/6/21;56;C;1696990;1.54
20.635.669-6;Victoria Isidora Valenzuela Robles;FEMENINO;1994/3/1;31;B;6365206;2.38
16.134.888-9;Javier Vicente Rojas Marín;MASCULINO;1981/5/17;44;A;912497;9.57
17.837.927-2;;MASCULINO;1996/2/22;29;C;9666065;1.73
20.606.564-3;;FEMENINO;1965/3/14;60;B;5871703;7.34
16.493.194-0;Constanza Ignacia Muñoz Castro;FEMENINO;1966/8/25;59;E;1998930;7.49
8.200.090-3;Daniela Pamela Rojas López;FEMENINO;1979/3/2;46;D;7661251;4.42
4.938.433-7;Andrés Felipe Marín Campos;MASCULINO;1992/11/30;33;E;8809355;9.51
8.317.933-0;Daniela Ignacia Marín Ruiz;FEMENINO;1961/6/16;64;B;9259073;5.37
14.721.173-5;Bernardo Ignacio Valenzuela Robles;MASCULINO;1997/12/10;28;D;2365284;3.71
12.823.327-9;Juan Pedro López Muñoz;MASCULINO;1988/12/9;37;D;1529313;2.21
19.928.637-2;Blanca Cecilia González Quiroga;FEMENINO;1963/10/7;62;A;7678803;5.52
21.021.815-9;Andrea María Valenzuela Vergara;FEMENINO;1974/9/30;51;C;4531937;4.56
11.167.953-5;Ramón Alejandro González Rojas;MASCULINO;1973/11/14;52;E;9632879;6.57
8.034.791-8;Isidora Javiera Ruiz Rodríguez;FEMENINO;1986/8/2;39;E;539952;3.99
18.672.091-7;Ramón Ignacio Marín Ruiz;MASCULINO;1968/3/7;57;E;702207;6.34
21.889.387-7;Andrés Felipe Rodríguez Castro;MASCULINO;1974/2/2;51;C;3689342;1.73
21.454.699-9;Isabel María Saavedra Robles;FEMENINO;1962/9/12;63;C;4979725;9.83
9.650.939-8;Constanza Ignacia López Castro;FEMENINO;1993/6/9;32;E;1586513;2.96
4.519.694-3;Isidora Daniela Muñoz Campos;FEMENINO;1968/1/16;57;E;6570041;8.68
21.696.641-0;Pamela Victoria Marín Díaz;FEMENINO;1961/9/19;64;D;1488798;5.64
13.237.551-1;Daniela Isidora Quiroga Rodríguez;FEMENINO;1998/3/23;27;B;5914953;4.02
18.684.037-2;Felipe Vicente Díaz González;MASCULINO;1993/10/8;32;A;6462935;2.43
20.159.286-7;Ignacio Pablo González Campos;MASCULINO;1999/4/11;26;C;6613950;4.51
21.957.398-6;Javier Pedro López González;MASCULINO;1984/9/4;41;E;8979259;4.09
8.034.065-1;Andrés Pedro Marín Vergara;MASCULINO;1992/11/10;33;E;8506824;3.36
11.821.06-1;Andrea Constanza Rodríguez Rodríguez;FEMENINO;1993/12/20;32;C;3432840;3.27
6.377.077-4;;MASCULINO;2000/8/28;25;A;8339590;6.37
